251,0.99178
252,0.93171
253,0.64352
254,0.19777
255,-0.29640
256,-0.71800
257,-0.96380
258,-0.97364
259,-0.74509
260,-0.33412
261,0.15865
262,0.61258
263,0.91653
264,0.99608
265,0.83176
266,0.46379
267,-0.01773
268,-0.49491
269,-0.85092
270,-0.99859
271,-0.90178
272,-0.58417
273,-0.12354
274,0.36733
275,0.76827
276,0.98111
277,0.95374
278,0.69286
279,0.26235
280,-0.23240
281,-0.67025
282,-0.94400
283,-0.98662
284,-0.78769
285,-0.39590
286,0.09282
287,0.55881
288,0.88799
289,0.99975
290,0.86674
291,0.52153
292,0.04862
293,-0.43619
294,-0.81421
295,-0.99288
296,-0.92845
297,-0.63671
298,-0.18909
299,0.30484
300,0.72413
301,0.96613
302,0.97158
303,0.73916
304,0.32577
305,-0.16739
306,-0.61956
307,-0.92004
308,-0.99526
309,-0.82681
310,-0.45593
311,0.02658
312,0.50258
313,0.85554
314,0.99902
315,0.89791
316,0.57697
317,0.11475
318,-0.37555
319,-0.77391
320,-0.98279
321,-0.95105
322,-0.68645
323,-0.25379
324,0.24100
325,0.67679
326,0.94688
327,0.98514
328,0.78220
329,0.38775
330,-0.10163
331,-0.56613
332,-0.89203
333,-0.99952
334,-0.86230
335,-0.51395
336,-0.03978
337,0.44414
338,0.81931
339,0.99389
340,0.92513
341,0.62986
342,0.18039
343,-0.31326
344,-0.73020
345,-0.96837
346,-0.96945
347,-0.73317
348,-0.31739
349,0.17611
350,0.62648
351,0.92347
352,0.99436
353,0.82180
354,0.44803
355,-0.03543
356,-0.51022
357,-0.86008
358,-0.99937
359,-0.89398
360,-0.56971
361,-0.10596
362,0.38374
363,0.77948
364,0.98438
365,0.94827
366,0.67999
367,0.24522
368,-0.24958
369,-0.68328
370,-0.94969
371,-0.98358
372,-0.77666
373,-0.37958
374,0.11043
375,0.57341
376,0.89599
377,0.99921
378,0.85778
379,0.50634
380,0.03093
381,-0.45205
382,-0.82436
383,-0.99483
384,-0.92173
385,-0.62297
386,-0.17167
387,0.32165
388,0.73622
389,0.97054
390,0.96724
391,0.72712
392,0.30898
393,-0.18481
394,-0.63335
395,-0.92683
396,-0.99339
397,-0.81673
398,-0.44010
399,0.04427
400,0.51781
401,0.86457
402,0.99965
403,0.88998
404,0.56242
405,0.09715
406,-0.39190
407,-0.78500
408,-0.98590
409,-0.94543
410,-0.67347
411,-0.23663
412,0.25815
413,0.68972
414,0.95243
415,0.98195
416,0.77105
417,0.37138
418,-0.11923
419,-0.58064
420,-0.89989
421,-0.99881
422,-0.85320
423,-0.49869
424,-0.02208
425,0.45993
426,0.82934
427,0.99569
428,0.91826
429,0.61602
430,0.16295
431,-0.33002
432,-0.74218
433,-0.97264
434,-0.96495
435,-0.72102
436,-0.30055
437,0.19350
438,0.64018
439,0.93012
440,0.99233
441,0.81159
442,0.43214
443,-0.05311
444,-0.52536
445,-0.86898
446,-0.99984
447,-0.88591
448,-0.55508
449,-0.08834
450,0.40003
451,0.79045
452,0.98735
453,0.94250
454,0.66690
455,0.22802
456,-0.26669
457,-0.69610
458,-0.95509
459,-0.98023
460,-0.76538
461,-0.36314
462,0.12801
463,0.58782
464,0.90371
465,0.99834
466,0.84855
467,0.49100
468,0.01323
469,-0.46777
470,-0.83425
471,-0.99647
472,-0.91472
473,-0.60902
474,-0.15421
475,0.33836
476,0.74809
477,0.97466
478,0.96259
479,0.71486
480,0.29210
481,-0.20218
482,-0.64695
483,-0.93333
484,-0.99120
485,-0.80638
486,-0.42414
487,0.06195
488,0.53287
489,0.87333
490,0.99996
491,0.88177
492,0.54769
493,0.07952
494,-0.40812
495,-0.79584
496,-0.98871
497,-0.93951
498,-0.66028
499,-0.21940
500,0.27521
501,0.70243
502,0.95767
503,0.97844
504,0.75966
505,0.35488
506,-0.13678
507,-0.59496
508,-0.90747
509,-0.99780
510,-0.84383
511,-0.48327
512,-0.00438
513,0.47558
514,0.83910
515,0.99718
516,0.91111
517,0.60198
518,0.14546
519,-0.34668
520,-0.75393
521,-0.97660
522,-0.96016
523,-0.70864
524,-0.28362
525,0.21084
526,0.65368
527,0.93647
528,0.98999
529,0.80112
530,0.41611
531,-0.07078
532,-0.54034
533,-0.87760
534,-1.00000
535,-0.87756
536,-0.54026
537,-0.07069
538,0.41619
539,0.80117
540,0.99000
541,0.93644
542,0.65361
543,0.21075
544,-0.28371
545,-0.70870
546,-0.96018
547,-0.97658
548,-0.75387
549,-0.34659
550,0.14554
551,0.60205
552,0.91115
553,0.99717
554,0.83905
555,0.47550
556,-0.00447
557,-0.48334
558,-0.84388
559,-0.99780
560,-0.90743
561,-0.59488
